SHZ_ADJ;Shimazu's;Shimazu's;Shimazu's;;;;;;;;;;;x;
SHZ;Shimazu;Shimazu;Shimazu;;;;;;;;;;;x;
YAM;Yamana;Yamana;Yamana;;;;;;;;;;;x;
mannerism;Mannerism;x;
classicism;Classicism;x;
early_baroque;Early Baroque;x;
DAT_ADJ;Date's;Date's;Date's;;;;;;;;;;;x;
DAT;Date;Date;Date;;;;;;;;;;;x;
middle_baroque;Middle Baroque;x;
late_baroque;Late Baroque;x;
early_rococo;Early Rococo;x;
rococo;Rococo;x;
early_romanticism;Early Romanticism;x;
feudal_monarchy;Feudal Monarchy;x;
become_absolutist_title;§YDecision§! - Become an Absolutist government;x;
become_absolutist_desc;"A nation needs a government centered on the king, with absolute power over everything in a country, because it is the monarch who has divine right." \n Absolutism is a political theory and form of government in which unlimited, complete power is held by a centralized sovereign individual, with no checks or balances from any other part of the nation or government.;x;
secure_electors_title;Secure Electors;x;
crown_of_Bohemia_title;Crown of Bohemia;x;
the_decline_of_hungary_title;The Decline of Hungary;x;
habsburg_Hungary_title;Habsburg Hungary;x;
centralize_the_habsburg_realms_title;Centralize the Habsburg Realms;x;
balkan_ambitions_title;Balkan Ambitions;x;
secure_electors_desc;"Bohemia needs to be ours! We don't want a Hussite in power in a country so influential in the Holy Roman Empire. With the support of the voters, we will be able to defeat them and thus secure our power!";x;
crown_of_Bohemia_desc;Liberate Bohemia as a vassal and part of its sphere of influence.;x;
the_decline_of_hungary_desc;"This is a great time to attack the Hungarians, as lately they are weaker and less and less powerful.";x;
habsburg_Hungary_desc;"Hungary is now ours! With our consolidated power in the region, we can make them vassals of the mighty Habsburg Empire.";x;
centralize_the_habsburg_realms_desc;"We are now an absolutist monarchy, and we need to centralize not our kingdom but also our empire, which includes Hungary and Bohemia.";x;
balkan_ambitions_desc;We have no option but to attack the Balkans. We need those lands to consolidate our power!;x;
enact_reichsreform_title;Enact Reichsreform;x;
enact_reichsreform_desc;Click here to enact the first reform to HRE;x;
institute_reichsregiment_title;Institute Reichsreigment;x;
institute_reichsregiment_desc;Click here to enact the second reform to HRE;X;
reform_the_hofgericht_title;Reform the Hofgericht;x;
reform_the_hofgericht_desc;Click here to enact the third reform to HRE;X;
reform_imperial_circles_title;Reform Imperial Circles;X;
reform_imperial_circles_desc;Click here to enact the fourth reform to HRE;X;
renoveto_imperii_title;Renovato Imperii;x;
renoveto_imperii_desc;We have absolute power over the entire Holy Roman Empire, it's time to centralize everything. We are the ruling power of Europe, we are the Empire, we are the successors of the Roman Empire!\n Click here to enact the fifth and the last reform to HRE.;x;
EVTNAME98007;Burgundian Inheritance;x;
construction_tools;Construction Tools;x;
construction_tools_factory;Construction Tools Manufactory;x;
gunpowder;Gunpowder;x;
sword;Sword;x;
siege_engine;Siege Engine;x;
sword_factory;Sword Manufactory;x;
gunpowder_factory;Gunpowder Manufactory;x;
siege_engine_factory;Siege Engine Manufactory;x;
horses;Horses;x;
stable;Stable;x;
gunpowder_small_arms;Gunpowder Small Arms;x;
leave_hre_title;Leave the Holy Roman Empire;x;
leave_hre_desc;Click here to leave the Holy Roman Empire;x;
be_a_member_of_hre_title;Be a member of the Holy Roman Empire;x;
be_a_member_of_hre_desc;Click here to be a member of the Holy Roman Empire;x;
be_a_elector_title;Be a Elector of Holy Roman Empire;x;
be_a_elector_desc;Click here to be a elector of the Holy Roman Empire;x;
be_the_emperor_title;Be the Emperor of the Holy Roman Empire;x;
be_the_emperor_desc;Click here to be the emperor of the Holy Roman Empire;x;
HOS_ADJ;Hosokawa's;Hosokawa's;Hosokawa's;;;;;;;;;;;x;
HOS;Hosokawa;Hosokawa;Hosokawa;;;;;;;;;;;x;
UES;Uesugi;x;
UES_ADJ;Uesugi's;x;
OUC;Ouchi;x;
OUC_ADJ;Ouchi's;x;
EVTNAME51421;The Invasion of Constantinople;x;
EVTDESC551421;"The nobility and the Sultan himself have been planning for some time to lay siege to the city of Constantinople, the great capital of the Byzantine Empire, a religious and historical center. It would mean a new age for the mighty Ottoman Empire, and we will finally be the most feared in Eastern Europe!";x;
EVTOPTA51421;Let's go to war!;x;
EVTOPTB51421;No for now. We're unstable, and we need time to attack them.;x;
prevent_declaration_war_constantinople;Prevent Ottoman declaration of war event;x;
SMG;Samogitia;x;
SMG_ADJ;Samogitia's;x;
SHN_ADJ;Shoni's;x;
SHN;Shoni;Shoni;x;
ITO_ADJ;Ito's;x;
ITO;Ito;x;
OTM;Otomo;x;
OTM;Otomo's;x;
KNO;Kono;x;
KNO_ADJ;Kono's;x;
first_century;1400-1500;x;
second_century;1500-1600;x;
third_century;1600-1700;x;
fourth_century;1700-1756;x;
stability_negative_three;Stability = -3;x;
stability_negative_two;Stability = -2;x;
stability_negative_one;Stability = -1;x;
stability_normal;Stability = 0;x;
stability_positive_one;Stability = +1;x;
stability_positive_two;Stability = +2;x;
stability_positive_three;Stability = +3;x;
70044title;Country Stability;x;
70047desc;Our Stability is +3;x;
70046desc;Our Stability is +2;x;
70045desc;Our Stability is +1;x;
70044desc;Our Stability is 0;x;
70043desc;Our Stability is -3;x;
70042desc;Our Stability is -2;x;
70041desc;Our Stability is -3;x;
buy_indulgences_title;Buy Indulgences - §Y Papal Interaction $!;x;
buy_indulgences_desc;Indulgences consisted of the complete remission of sins committed by an individual through monetary payment, theoretically calculated based on social position and each sin that was to be forgiven. Click here to buy. \n §R PLEASE NOTE: YOU ONLY CAN DO THIS DECISION ONCE IN THE RULER'S LIFETIME.$!;x;
70045a;Ok.;x;
form_jerusalem_title;Return to Jerusalem;x;
form_jerusalem_desc;"Finally, we are home. Rejoice! Holy Jerusalem is again in Christian hands - our Christian hands. The Muslims tried to stop us, but they failed by the might of our holy army. The Pope has informed us that if we were to reestablish The Kingdom of Jerusalem, our salvation would be assured. The Holy Land is now ours!";x;
form_andalusia_title;Restoure Al-Andalus;x;
form_andalusia_desc;"Our ancestors conquered all of Iberia from the Christian peoples. But, over time, these powerful and greedy Christian kings managed to take back all the lands, but no. Our people are tired of seeing the Christian advance. We need to reclaim those lands, our people need to reclaim those lands. Long live Andalusia!"x;
form_prussia_title;The Black Eagle;x;
form_prussia_desc;"Our neighbors, the Kingdom of Bohemia, can be compared to us, a mere duchy among others in an empire ruled by Austria. We need to demonstrate to the world our intentions and our power. We are Prussia!";x;
form_romania_title;Traiasca Romania;x;
form_romania_desc;"Threats to the north, to the south, to the west, everywhere. Our people take refuge in these lands, seeking security and prosperity. Now the glorious people of Romania are strong and mighty. Our country may have threats in any corner of the world, but we will always manage to win. Desteapta te, romane!";x;
the_fear_of_the_unknown;The Fear of the Unknown;x;
navy_and_colonisation_ii;Improved Navigation Tools;x;
horses;Improved War Horses;x;
basic_tools;Basic Tools;x;
improved_tools;Improved Tools;x;
army_i;Medieval Warfare Doctrine;x;
colonial_government;Colonial Government;x;
early_trade;Early Trade;x;
urban_centers;Urban Centers;x;
mercantilism_i;Early Mercantilism;x;
schools;Universities and Schools;x;
printing_press;Printing Press;x;
absolutism_i;Early Absolutism;x;
AMA;Amago;x;
AMA_ADJ;Amago's;x;
NAN;Nanbu;x;
power_distribution;Power Distribution;x;
church_power;Church Power;x;
feudal_power;Feudal Power;x;
absolute_power;Absolute Power;x;
parliament_power;Parliament Power;x;
people_power;People Power;x;
economy_and_commerce;Economy and Trade;x;
society;Society;x;
production;Production;x;
army;Military;x;
navy_and_colonisation;Navy and Colonisation;x;
NAN_ADJ;Nanbu's;x;
SHB;Shiba;x;
SHB_ADJ;Shiba's;
FRA_feudal_monarchy;The Kingdom of France;x;
FRA_absolute_monarchy;The Kingdom of France;x;
FRA_parliamentary_monarchy;The Parlamentary Kingdom of France;x;
FRA_parliamentary_republic;The French State;x;
FRA_colonial_government;Colonial Government of France;x;
FRA_revolutionary_republic;Revolutionary France;x;
FRA_democracy;The Republic of France;x;
FRA_bourgeois_dictatorship;French Royalty;x;
ENL_feudal_monarchy;The Kingdom of England;x;
ENL_absolute_monarchy;The Kingdom of England;x;
ENL_parliamentary_monarchy;The English Kingdom;x;
ENL_parliamentary_republic;The English Parliament;x;
ENL_colonial_government;Colonial Government of England;x;
ENL_revolutionary_republic;Revolutionary England;x;
ENL_democracy;The Republic of England;x;
ENL_bourgeois_dictatorship;English Royalty;x;
ARN_feudal_monarchy;Kingdom of Aragon;x;
ARN_absolute_monarchy;Kingdom of Aragon;x;
CST_feudal_monarchy;Crown of Castile;x;
CST_absolute_monarchy;Crown of Castile;x;
CST_parliamentary_monarchy;The Kingdom of Castile and León;x;
CST_parliamentary_republic;The Castilian Parliament;x;
CST_colonial_government;Colonial Government of Castile;x;
CST_revolutionary_republic;Revolutionary Castile;x;
CST_democracy;The Republic of Castile and León;x;
CST_bourgeois_dictatorship;Castilian Royalty;x;
LIT_feudal_monarchy;Grand Duchy of Lithuania;x;
LIT_absolute_monarchy;The Kingdom of Lithuania;x;
LIT_parliamentary_monarchy;The Lithuanian Kingdom;x;
LIT_parliamentary_republic;The Lithuanian Parliament;x;
LIT_colonial_government;Colonial Government of Lithuania;x;
LIT_khaganate;Khaganate of Lithuania;x;
LIT_revolutionary_republic;Revolutionary Lithuania;x;
LIT_democracy;The Republic of Lithuania;x;
LIT_bourgeois_dictatorship;Lithuanian Royalty;x;
POL_feudal_monarchy;Crown of the Kingdom of Poland;x;
POL_absolute_monarchy;Kingdom of Poland;x;
POL_parliamentary_monarchy;The Polish Kingdom;x;
POL_parliamentary_republic;The Polish Parliament;x;
ITA_feudal_monarchy;Kingdom of Italy;x;
ITA_absolute_monarchy;Kingdom of Italy;x;
ITA_revolutionary_republic;Revolutionary Italy;x;
POL_colonial_government;Colonial Government of Poland;x;
POL_revolutionary_republic;Revolutionary Poland;x;
POL_democracy;The Republic of Poland;x;
POL_bourgeois_dictatorship;Polish Empire;x;
AUS_feudal_monarchy;Archduchy of Austria;x;
AUS_absolute_monarchy;Habsburg Archduchy;x;
AUS_parliamentary_monarchy;The Austrian Kingdom;x;
AUS_parliamentary_republic;The Austrian Parliament;x;
AUS_colonial_government;Colonial Government of Austria;x;
AUS_revolutionary_republic;Revolutionary Austria;x;
AUS_democracy;The Republic of Austria;x;
AUS_bourgeois_dictatorship;Habsburg Empire;x;
KHA_khaganate;Mongol Khaganate;x;
MGL_khaganate;Mongol Empire;x;
BRG_feudal_monarchy;Duchy of Burgundy;x;
BRG_absolute_monarchy;Burgundian State;x;
BRG_parliamentary_monarchy;State of Burgundy;x;
BRG_parliamentary_republic;The Burgundian Parliament;x;
BRG_colonial_government;Colonial Government of Burgundy;x;
BRG_revolutionary_republic;Revolutionary Burgundy;x;
BRG_democracy;The Republic of Burgundy;x;
BRG_bourgeois_dictatorship;House of Burgundy;x;
BRZ_colonial_government;Colonial Government of Brazil;x;
PROV3269;Neumark;x;
PROV3278;Yamanashi;x;
PROV3279;Hamamatsu;x;
PROV3284;Aichi;x;
nv_paranoid;Paranoid;x;
PROV3282;Gifu;x;
pap_decision_reform;Pope doesn't Respond to Reform;x;
title102;The Protestant Reformation Question;x;
desc102;"Your Holiness, in Wittenberg, Martin Luther, a German priest, theologian, author and writer, published yesterday on the door of All Saints' Church the Ninety-Nine Theses, in which he condemns the practice of indulgences and certain clergy practices. Now the people and certain influential leaders are increasingly interested in knowing this, and we need to know where we stand on everything. Now we need to have an opinion of all these thigs. What will be the Holy See's position on this?";x;
PROV3272;Benevento;x;
title101;Martin Luther and the Reform;x;
desc101;"My Lord, in Wittenberg, Martin Luther, a German priest, theologian, author and writer, published yesterday on the door of All Saints' Church the Ninety-Nine Theses, in which he condemns the practice of indulgences and certain clergy practices. Now the people and certain influential leaders are increasingly interested in knowing this, and we need to know where we stand on everything. Will our kingdom support Martin Luther's demands or not?";x;
historical_play_title;Enable Historical Mode - $RConfiguration$!;x;
historical_play_desc;Click here to enable the historical mode. \n §RPLEASE NOTE: THIS AFFECTS THE AI AND CERTAIN PLAYER DECISIONS.$!;x;
disablehistorical_play;Disable Historical Mode - $RConfiguration$!;x;
disablehistorical_play_desc;Click here to disable the historical mode. \n §RPLEASE NOTE: THIS AFFECTS THE AI AND CERTAIN PLAYER DECISIONS.$!;x;
feudal_monarchy_ruler;Your Lord;x;
revolutionary_republic_ruler;Your Excellency;x;
khaganate_ruler;The Khagan;x;
parliamentary_monarchy_ruler;Your Majesty;x;
colonial_government_ruler;The Governor of $COUNTRY$;x
parliamentary_republic_ruler;Your Excellency;x;
parliamentary_republic;Parlamentary Republic;x;
diplomaticinteractions_show_title;Open Diplomatic Interactions Screen;x;
diplomaticinteractions_show_desc;Click here to open Diplomatic Interactions Screen. Select which country you want to interact.;x;
diplomaticinteractions_hide_desc;Click here to close Diplomatic Interactions Screen if you don't want to interact to any country;x;
diplomaticinteractions_hide_title;Close Diplomatic Interactions Screen;x;
vassal_interactions_title;Vassals - $RDiplomatic Interactions$!;x;
vassal_interactions_desc;Click here to interact with your vassals;x;
ally_interactions_title;Allies - $RDiplomatic Interactions$!;x;
ally_interactions_desc;Click here to interact with your allies;x;
trade_league;Trade League;x;
economic_aid_from_ally;Economic Aid from Ally;x;
military_aid_from_ally;Military Aid from Ally;x;
navy_and_colonisation_ii;Ports and Naval Bases;x;
navy_and_colonisation_iii;Barques;x;
navy_and_colonisation_iv;Early Carracks;x;
navy_and_colonisation_v;Improvement of Naval Equipments;x;
titleregency;The Regency Government;x;
descregency;The current heir to the throne is not fit to rule, he is too young for that. Government intruders and deceivers can cause trouble in our country, so we must have a temporary representative of the nation until then he is replaced by the true king.;x;
proclaim_end_of_regency_title;Proclaim the End of Regency;x;
proclaim_end_of_regency_desc;Now, the heir to the position is able to lead the country in the face of crises and the country's biggest problems. It's time for the end of the regency.;x;
establish_the_brazilian_colony_title;Estabilish the Brazilian Colony;x;
establish_the_brazilian_colony_desc;It's time to let someone rule the Terra de Santa Cruz. It is a large territory that needs to be defended against other European powers. It is this land that we must protect, it is valuable to the nation. Click to create the State of Brazil;x;
move_capital_to_madrid_title;Move the Capital to Madrid;x;
force_abdication_title;Force Abdication;x;
force_abdication_desc;The current ruler needs to abdicate. We no longer need tyrants or people incapable of ruling. Click to force the ruler's abdication.;x;
move_capital_to_madrid_desc;Click to move the capital to Madrid. Historically, Felipe II of Spain transferred his court from Toledo to Madrid in 1561. In 1606, Felipe III officially moved the capital to Madrid.;x;
austrian_netherlands_title;Austrian Netherlands;x;
austrian_netherlands_desc;The Dutch lands are home to many prosperous cities. If we can make them our own, we will be able to give our tresaury a significant boost - and put us in a position to entertain ambitions of an overseas empire!;x;
increase_militar_power_title;Increase Militar Power;x;
increase_militar_power_desc;Before we start our territorial conquests, we need to make sure that we are militarily superior compared to our enemies.;x;
OP1HABSPA;No, this will increase Habsburg influence in Spain!;x;
OP2HABSPA;Yes, this will create a powerful alliance with Austria!;x;
royal_marriage_with_spain_title;Royal Marriage with Spain;x;
royal_marriage_with_spain_desc;The kingdoms of Austria and Spain must be united! If we make a royal marriage between Joan of Castile and Felipe, son of King Maximilian I, we will be able to govern and have influence over the mighty Spanish Empire.;x;
descrmhabs;Your Majesty, the Archduke of Austria has sent a letter to $CAPITAL$, proposing a royal marriage to Philip of Habsburg. We could accept, if your majesty wants a strong alliance with Austria, or refuse, knowing that this could bring greater Austrian influence over the Spanish territories, since the future heir would be a Habsburg. \n Be careful with your decisions;x;
king_of_naples_title;The King of Naples;x;
king_of_naples_desc;By adding the Kingdom of Naples to our collection of titles, we can solidify our control of Italy and move one step close towards bringing the entire peninsula under our rule.;x;
the_two_kingdoms_title;The Two Kingdoms;x;
the_two_kingdoms_desc;Austria and France are ancient enemies, our kingdoms have been vying for land and power in the Holy Roman Empire region for a long time. However, now we must demonstrate more and more our power and definitely that the Habsburg Royal Court is better than the French ones. We are the real absolutist power in Europe!;x;
deal_with_the_bishoprics_title;Deal with the Bishoprics;x;
deal_with_the_bishoprics_desc;There are a number of weak, autonomous bishoprics on our borders. If we wish to strengthen Austria, these would be easy targets for expansion.;x;
vassalize_venice_title;Vassalize Venice;x;
vassalize_venice_desc;The rich lands of Northern Italy have long been defying Imperial decress. These cities must not be tolerated so close to the Austrian heartlands.;x;
annex_venice_desc;We now have control and power over Venice. We have enough influence in Venice to annex them to the great Habsburg Empire!;x;
annex_venice_title;Annex Venice to the Empire;x;
the_hungarian_question_title;The Hungarian Question;x;
the_hungarian_question_desc;Hungary is at the core of our empire. However, the Hungarian people are fiercely independent and do not take their shubjugation to a foreign power well. If we are to safeguard our stability, we must ensure - one way or another - that the Hungarian provinces wholeheartedly accept our rule.;x;
vassalize_spain_title;Vassalize Spain;x;
vassalize_spain_desc;The kingdoms of Austria and Spain are ruled by the same person, due to the royal marriage of Joan and Philip. We must finally vassalize Spain so that we can establish our power not only over Western Europe, but also over the Americas.;x;
king_of_naples_title;King of Naples;x;
king_of_naples_desc;By adding the Kingdom of Naples to our collection of titles, we can solidify our control of Italy and move one step close towards bringing the entire peninsula under our rule.;x;
annex_the_bishopric_diplomatically_title;Attach the Bishoprics Diplomatically;x;
annex_the_bishopric_diplomatically_desc;We need the support and influence of these bishoprics to unify the region of Austria, centralizing our kingdom. For that, we think it's better to conquer and vassalize them diplomatically, knowing that we are their allies and the emperor.;x;
annex_tirol_title;Integrate Tyrol into Austria;x;
annex_tirol_desc;After the Habsburg hereditary lands were divided by the Treaty of Neuberg of 1379, Tyrol was ruled by the descendants of Duke Leopold III of Austria. After a second division within the Leopolden line in 1406, Duke Frederick IV ruled them. But now, after reconquering Lower and Upper Austria, we have the right to press and reclaim the Tyrolean lands, to finally unify the Habsburg lands.;x;
nv_excommunicated;Excommunicated by the Pope;x;
nv_pious;Pious;x;
nv_mad;Mad;x;
nv_coward;Coward;x;
nv_brave;Brave;x;
nv_nervous;Nervous;x;
nv_calm;Calm;x;
nv_trusting;Trusting;x;
nv_arrogant;Arrogant;x;
nv_humble;Humble;x;
nv_deceiver;Deceiver;x;
nv_honest;Honest;x;
nv_greedy;Greedy;x;
nv_generous;Generous;x;
nv_stupid;Stupid;x;
nv_genius;Genius;x;
nv_lazy;Lazy;x;
nv_diligent;Diligent;x;
nv_young;Young;x;
nv_regency;in a Regency;x;
hre_decisions_title;Interactions with the §YHRE§!;x;
hre_decisions_desc;Click here to see all interactions with the Holy Roman Empire. Some interactions is only enable for certain titles.;x;
hre_decisions_close;Close Interactions with the §YHRE§!;x;
proclaim_erbkaisertum_title;Proclaim Erbkaistertum;x;
proclaim_erbkaisertum_desc;There are no more elections for Emperor. Electors no longer vote, though they retain Elector status.;x;
DRP_ADJ;Dorpat's;Dorpat's;Dorpat's;;;;;;;;;;;x;
DRP;Dorpat;Dorpat;Dorpat;;;;;;;;;;;x;
army_x;Gustavian Doctrine;x;
army_xi;Attrition Warfare;x;
army_ii;Psychological Warfare;x;
army_iii;Pike Square Strategy;x;
army_iv;Military Maneuvers;x;
CHB;Chiba;x;
CHB_ADJ;Chiba's;x;
KTA;Kitabatake;x;
KTA_ADJ;Kitabatake's;x;
FDA;Fulda;x;
FDA_ADJ;Fulda's;x;
army_v;Efficient Counterattack;x;
army_vi;Improved Military Tactics;x;
army_vii;Rise of Modern Warfare;x;
army_viii;Line Formation;x;
army_ix;Tenaille;x;
army_techs;Military;x;
naval_techs;Navy;x;
economic_techs;Economy;x;
society_techs;Society;x;
production_techs;Production;x;
institutions;Institutions;x;
army_i_i;Military Training;x;
army_i_ii;Military Hierarchy;x;
army_i_iii;Military Plans I;x;
army_i_iv;Military Plans II;x;
army_i_v;Improved Religious Orders;x;
army_i_vi;Military Statistics;x;
army_i_vii;Military Logistics;x;
